0,547,145,299,78,250,605,339,375,38,118
1,484,274,160,114,401,612,324,93,677,635
2,612,81,22,491,285,243,607,275,145,499
3,288,102,413,605,243,607,85,491,13,191
4,679,243,500,499,82,711,285,396,276,694
5,238,152,145,102,547,235,500,22,694,236
6,275,152,577,607,243,239,504,467,547,456
7,243,152,229,275,285,70,459,145,235,186
8,81,276,224,275,82,385,243,605,525,46
9,81,285,243,499,557,660,439,296,544,22
10,145,500,605,285,453,486,547,275,607,81
11,375,290,275,87,344,157,50,521,277,3
12,82,437,61,275,243,240,547,607,266,499
13,239,275,243,236,556,266,191,285,290,238
14,45,82,8,81,288,266,500,547,557,577
15,266,191,90,547,679,500,486,600,556,145
16,81,235,191,275,90,547,679,486,505,500
17,82,288,236,266,243,239,22,296,467,191
18,81,243,467,266,458,332,463,115,285,676
19,288,285,82,275,369,243,238,262,114,505
20,500,82,499,675,600,235,253,8,369,557
21,285,82,676,239,105,253,290,250,467,548
22,243,458,81,288,217,239,467,236,505,285
23,491,243,285,239,290,486,612,296,266,500
24,82,275,266,191,152,236,70,422,607,500
25,275,266,285,499,505,612,310,500,152,375
26,82,290,499,239,236,591,285,266,235,191
27,243,264,607,224,290,385,276,292,694,375
28,288,191,290,145,281,285,235,547,676,675
29,81,275,229,266,467,332,242,290,166,557
30,81,243,239,82,547,118,290,275,499,191
31,239,491,224,292,607,290,285,694,243,486
32,288,9,458,10,250,329,467,82,160,235
33,82,673,235,499,239,600,266,672,145,285
34,679,292,275,82,607,385,290,605,694,525
35,679,275,292,505,82,224,285,605,290,46
36,288,270,269,223,102,499,63,486,505,41
37,288,239,82,243,285,467,145,332,547,266
38,235,82,70,239,266,505,467,217,500,375
39,22,266,169,165,275,152,607,82,243,229
40,81,82,239,500,290,253,243,114,600,547
41,81,288,547,499,152,296,365,191,239,557
42,547,81,288,285,145,280,676,250,8,275
43,145,675,253,82,114,160,41,600,329,661
44,288,76,224,235,505,236,22,145,79,243
45,224,122,612,439,505,243,145,22,375,48
46,375,82,191,500,499,164,577,250,239,145
47,81,236,500,458,375,547,607,460,102,473
48,82,285,486,375,694,191,290,235,499,152
49,458,191,145,467,217,285,82,243,290,505
50,81,239,243,102,275,557,285,32,641,238
51,81,288,547,191,239,164,694,290,266,605
52,81,329,375,556,239,500,243,281,365,297
53,81,288,491,505,292,224,285,385,605,290
54,191,500,463,145,194,467,375,80,102,283
55,243,82,676,612,47,614,675,290,253,241
56,81,711,679,243,375,395,239,82,694,290
57,81,223,290,369,499,205,340,47,336,238
58,81,323,288,492,410,499,285,292,102,63
59,612,505,253,236,114,304,688,235,290,324
60,288,82,500,145,275,290,238,547,191,607
61,607,81,467,397,22,296,61,164,436,505
62,81,114,82,191,607,676,675,102,290,463
63,81,500,243,152,607,145,605,557,694,660
64,81,296,82,290,694,236,439,235,486,239
65,679,145,276,224,285,505,243,486,605,290
66,329,122,288,81,283,504,675,401,484,676
67,162,152,439,82,48,486,458,74,436,600
68,288,434,535,275,240,266,191,239,285,243
69,82,81,152,266,499,191,525,724,275,239
70,81,275,239,499,500,505,351,285,8,266
71,675,329,239,717,250,718,547,635,600,115
72,288,275,547,266,607,152,191,145,332,505
73,676,81,688,675,274,82,22,484,253,401
74,81,275,87,60,22,79,243,145,47,525
75,288,266,224,65,505,22,145,243,649,525
76,83,505,76,122,243,87,60,22,145,79
77,235,243,612,285,266,239,2,467,505,217
78,82,243,235,239,675,676,467,505,114,266
79,288,285,296,238,152,239,164,505,236,235
80,243,500,81,667,547,114,499,332,697,266
81,467,491,547,285,332,612,266,238,145,607
82,288,275,679,676,104,285,547,87,484,473
83,260,82,288,81,285,504,547,375,456,236
84,82,239,76,612,122,243,439,87,79,145
85,491,81,275,285,375,152,266,164,500,612
86,288,679,292,82,290,264,607,285,191,614
87,81,78,243,600,605,266,239,295,164,486
88,288,275,103,196,522,184,14,404,82,183
89,288,191,82,236,235,145,500,266,458,467
90,600,81,288,191,164,500,486,90,453,114
91,82,243,266,397,556,275,296,22,70,239
92,81,285,239,82,48,266,238,243,607,275
93,675,114,36,82,332,547,243,290,463,600
94,76,296,236,439,145,79,22,243,649,47
95,81,102,559,275,380,344,157,50,711,521
96,288,243,500,607,266,239,547,605,375,694
97,275,47,486,607,285,605,290,239,127,694
98,288,275,239,191,152,332,607,266,505,242
99,85,296,28,102,491,285,145,87,235,486
100,288,467,285,217,243,250,579,329,238,82
101,288,500,275,705,152,105,605,238,266,243
102,81,288,145,238,275,285,290,8,676,547
103,491,705,32,102,285,713,369,486,81,598
104,641,266,500,320,547,285,236,275,105,368
105,81,239,500,243,285,486,152,605,275,547
106,351,288,577,194,196,82,103,285,522,283
107,82,547,239,238,365,226,557,78,287,499
108,679,81,612,275,152,375,607,102,266,118
109,81,288,287,145,238,241,593,243,250,285
110,557,607,296,60,383,577,332,499,433,81
111,600,607,544,601,275,191,500,281,557,241
112,82,288,567,114,612,102,105,675,504,250
113,78,275,520,152,375,605,164,238,83,660
114,285,547,81,288,499,275,145,238,235,191
115,235,81,239,152,547,607,285,266,191,500
116,288,500,378,275,455,302,241,287,365,364
117,288,243,192,287,239,500,275,285,483,375
118,81,239,191,275,266,505,145,285,607,437
119,275,271,270,269,272,288,290,499,102,505
120,82,605,499,547,275,266,607,102,83,290
121,145,81,288,499,287,557,102,547,285,577
122,152,600,499,692,239,383,61,247,392,164
123,434,275,375,157,380,431,711,607,266,243
124,81,102,275,295,241,292,146,47,191,238
125,275,102,47,241,191,607,295,455,283,238
126,82,288,241,275,276,47,596,191,238,283
127,547,243,82,239,285,275,499,296,191,290
128,82,288,500,239,290,250,238,152,72,148
129,288,243,82,467,266,241,285,547,191,365
130,243,285,500,191,235,145,296,547,236,694
131,82,235,191,275,266,22,145,439,285,505
132,365,238,275,24,547,375,266,351,557,716
133,288,275,114,82,160,600,102,375,260,642
134,288,236,82,275,191,145,285,266,607,375
135,81,641,82,605,547,577,275,191,2,239
136,288,81,36,717,329,239,473,612,290,304
137,276,275,82,243,236,467,78,95,250,558
138,82,50,122,492,290,499,243,329,721,547
139,375,82,87,52,225,344,50,157,521,145
140,505,288,81,145,290,238,41,191,499,47
141,294,81,48,152,369,429,612,47,404,500
142,577,499,290,491,547,266,145,275,486,239
143,243,299,241,500,607,102,721,239,179,296
144,288,266,152,275,47,239,598,243,310,486
145,22,241,547,436,191,424,164,600,375,275
146,288,239,483,570,143,192,520,661,82,38
147,500,238,605,266,239,162,296,437,721,61
148,285,607,243,266,486,238,250,102,145,48
149,82,275,239,191,250,290,266,169,657,600
150,275,285,239,191,152,500,607,266,486,375
151,275,243,288,178,105,87,547,72,91,375
152,290,380,82,577,344,87,157,711,277,521
153,235,288,145,238,239,290,351,607,102,275
154,456,607,275,115,332,547,18,458,290,243
155,288,239,266,547,243,145,499,296,285,78
156,82,239,243,607,152,275,500,238,266,544
157,288,172,275,290,160,304,697,250,114,380
158,160,81,288,275,82,697,250,642,114,380
159,288,290,486,160,243,600,114,239,102,642
160,81,82,486,290,114,160,600,239,324,283
161,81,305,288,275,160,250,697,239,102,114
162,290,81,288,275,160,697,250,380,114,642
163,239,243,499,365,607,275,375,605,281,145
164,238,500,266,679,152,81,164,288,491,239
165,288,285,239,102,486,145,547,243,351,375
166,500,266,239,285,275,191,607,78,547,145
167,275,243,285,239,499,191,102,369,296,105
168,82,191,275,280,239,285,243,547,266,296
169,375,22,266,275,288,243,81,544,164,547
170,288,285,266,547,239,607,191,164,375,290
171,82,81,288,500,605,607,266,275,577,375
172,82,288,81,241,467,547,152,266,191,332
173,82,243,239,102,287,266,152,351,605,275
174,288,239,196,275,351,184,194,315,404,243
175,705,672,82,319,235,266,671,500,575,708
176,667,35,633,81,320,499,673,708,705,668
177,285,607,243,102,290,500,152,600,164,365
178,611,288,641,605,239,673,285,668,672,105
179,500,547,285,266,275,725,557,287,102,295
180,547,275,711,375,157,499,396,591,290,544
181,288,191,275,505,285,290,694,105,266,102
182,81,288,22,152,458,102,266,342,47,235
183,152,82,288,605,607,525,499,83,145,338
184,378,696,302,276,364,605,81,661,288,275
185,239,157,390,591,191,105,225,547,577,607
186,122,114,82,288,81,504,675,484,401,676
187,81,82,239,499,243,285,296,365,191,152
188,275,82,102,145,351,243,285,375,191,290
189,81,82,620,350,275,104,243,106,1,369
190,679,705,713,30,361,53,641,368,575,514
191,191,288,236,81,675,456,250,558,290,114
192,679,82,491,288,285,275,290,676,32,266
193,61,275,437,191,338,152,243,250,239,438
194,145,288,191,102,285,290,547,26,607,287
195,607,605,81,288,547,500,266,241,297,78
196,320,499,8,243,30,242,239,266,445,705
197,81,275,241,491,145,600,547,250,238,486
198,82,81,238,191,266,351,105,290,235,207
199,239,152,102,375,191,577,351,164,556,275
200,605,660,705,500,152,320,238,285,280,577
201,288,275,591,239,50,157,521,277,278,3
202,499,102,82,145,547,287,607,290,365,92
203,439,266,288,275,486,152,191,164,607,239
204,235,191,290,266,607,600,105,605,102,676
205,275,375,191,290,591,225,157,96,179,577
206,285,191,500,266,547,243,351,605,145,152
207,285,82,617,658,660,375,605,106,296,191
208,288,266,191,82,238,296,499,285,59,275
209,288,499,81,82,164,47,547,236,235,285
210,81,275,82,243,473,329,191,463,36,266
211,82,290,380,344,225,145,157,548,521,3
212,81,239,505,76,145,70,79,82,208,87
213,81,275,285,281,605,250,280,547,369,235
214,499,241,285,369,525,191,375,78,275,600
215,81,547,105,102,499,557,694,186,239,275
216,191,275,102,499,607,547,486,290,239,87
217,499,275,697,191,238,338,375,622,353,281
218,396,275,591,375,276,3,323,157,225,380
219,547,83,439,163,241,81,296,275,87,557
220,275,82,375,239,191,290,250,102,285,50
221,102,500,288,538,641,285,375,605,243,290
222,239,375,338,82,607,164,605,83,285,419
223,275,9,10,12,145,160,283,276,7,118
224,191,285,145,600,290,82,696,364,500,164
225,577,290,365,510,605,191,83,238,264,358
226,82,239,290,694,285,105,191,591,157,711
227,288,350,104,449,102,87,287,338,290,486
228,243,239,486,285,607,145,152,694,375,290
229,276,492,607,694,2,4,486,295,290,47
230,152,266,275,191,499,491,239,607,78,525
231,82,266,243,280,499,492,557,81,288,281
232,342,499,280,351,285,78,82,288,724,243
233,288,82,547,238,285,87,577,275,351,239
234,726,58,290,281,295,105,179,283,492,41
235,239,505,404,351,82,275,103,194,499,196
236,81,275,235,191,266,375,236,285,90,547
237,82,275,81,288,105,47,191,285,697,600
238,191,238,250,547,102,239,287,280,694,215
239,82,332,260,152,275,500,81,288,243,329
240,82,81,239,557,605,375,694,60,159,165
241,288,239,366,78,500,238,557,455,665,243
242,342,365,499,238,255,716,83,557,82,79
243,82,285,266,243,239,499,296,290,191,607
244,279,272,223,505,2,275,205,41,47,499
245,607,711,375,102,290,260,225,500,157,114
246,288,163,145,285,164,547,290,152,8,486
247,102,81,239,607,596,372,351,275,290,600
248,660,82,164,288,84,499,145,243,238,342
249,486,275,145,288,310,290,321,104,87,164
250,275,81,243,679,22,266,385,47,204,310
251,679,276,81,82,607,385,614,46,605,290
252,81,239,235,285,102,191,236,275,375,152
253,275,243,290,102,239,694,676,250,105,486
254,145,22,617,191,266,520,431,275,351,600
255,605,580,463,556,83,566,547,500,250,145
256,288,285,82,694,239,716,84,721,439,191
257,127,275,81,250,295,118,358,136,635,492
258,288,81,675,275,145,676,93,321,285,41
259,191,82,192,500,275,547,102,351,607,87
260,81,491,82,290,285,253,224,605,614,264
261,461,492,577,605,711,396,395,276,302,399
262,275,239,285,661,82,520,192,145,106,4
263,239,467,607,717,547,500,275,688,18,36
264,236,239,275,332,243,473,458,217,36,329
265,288,285,499,191,266,557,275,544,24,607
266,266,81,288,152,607,235,76,544,275,296
267,547,499,235,275,266,152,375,191,239,296
268,239,217,275,671,288,675,105,633,500,266
269,236,82,243,152,239,467,266,694,505,285
270,82,275,145,547,525,243,105,492,276,292
271,288,266,22,152,239,164,275,165,300,557
272,82,285,239,275,351,676,675,296,266,600
273,547,82,499,105,290,243,351,207,577,8
274,81,275,358,295,118,136,635,492,243,82
275,114,717,467,329,253,36,239,290,243,118
276,288,473,329,253,239,82,250,290,243,351
277,239,499,102,275,500,694,486,266,38,250
278,81,102,275,239,547,266,238,607,186,365
279,275,380,591,559,534,157,145,711,521,3
280,61,240,239,500,266,152,22,439,499,250
281,81,505,145,239,82,385,605,612,694,285
282,288,491,127,290,605,492,721,63,285,572
283,58,426,82,467,572,87,329,461,437,453
284,295,288,358,285,290,375,275,145,146,368
285,675,636,676,81,239,661,324,579,114,467
286,375,288,344,225,82,157,521,277,278,3
287,145,591,351,375,380,547,390,396,81,3
288,81,243,636,36,460,661,324,285,114,253
289,612,288,243,520,239,661,548,324,467,579
